epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
196,2909.56,0.33394,0.19311,0.76287,0.99986,1,0.995,0.9303,0.35468,0.20027,0.76152,0.000713,0.000713,0.000713
197,2924.56,0.34261,0.19467,0.76768,0.99977,1,0.995,0.92826,0.41405,0.22237,0.76195,0.0007064,0.0007064,0.0007064
198,2939.53,0.32115,0.18542,0.76411,0.99989,1,0.995,0.93833,0.3559,0.1967,0.76058,0.0006998,0.0006998,0.0006998
199,2953.41,0.31645,0.18613,0.76625,0.99988,1,0.995,0.92871,0.40091,0.22325,0.76219,0.0006932,0.0006932,0.0006932
200,2966.83,0.3306,0.18927,0.76687,0.9999,1,0.995,0.92814,0.40157,0.21542,0.7622,0.0006866,0.0006866,0.0006866
201,2980.71,0.3165,0.18581,0.7645,0.9999,1,0.995,0.9439,0.37482,0.21283,0.7604,0.00068,0.00068,0.00068
202,2995.9,0.32838,0.18964,0.76662,0.99989,1,0.995,0.93975,0.37294,0.2156,0.76075,0.0006734,0.0006734,0.0006734
203,3010.9,0.34244,0.19467,0.76371,0.99989,1,0.995,0.93048,0.37847,0.21168,0.7616,0.0006668,0.0006668,0.0006668
204,3026.81,0.31651,0.18811,0.7637,0.99989,1,0.995,0.93249,0.36682,0.20888,0.76243,0.0006602,0.0006602,0.0006602
205,3040.78,0.305,0.18288,0.76544,0.99989,1,0.995,0.93996,0.36476,0.1942,0.76205,0.0006536,0.0006536,0.0006536
206,3054.73,0.33289,0.19145,0.76872,0.99988,1,0.995,0.93876,0.3671,0.20534,0.76094,0.000647,0.000647,0.000647
207,3068.56,0.32015,0.18801,0.7639,0.99989,1,0.995,0.94056,0.38613,0.21339,0.76106,0.0006404,0.0006404,0.0006404
208,3082.65,0.32794,0.18697,0.76569,0.99987,1,0.995,0.93363,0.37784,0.20342,0.76178,0.0006338,0.0006338,0.0006338
209,3096.46,0.30834,0.17873,0.76565,0.99984,1,0.995,0.93516,0.37945,0.20813,0.76232,0.0006272,0.0006272,0.0006272
210,3109.88,0.31722,0.18108,0.76543,0.99988,1,0.995,0.95253,0.34201,0.19272,0.76095,0.0006206,0.0006206,0.0006206
211,3123.73,0.32588,0.18169,0.76626,0.99987,1,0.995,0.95126,0.34253,0.19607,0.75997,0.000614,0.000614,0.000614
212,3138.71,0.3226,0.18132,0.76604,0.99987,1,0.995,0.95138,0.35481,0.20475,0.76044,0.0006074,0.0006074,0.0006074
213,3152.5,0.31592,0.1805,0.76707,0.99987,1,0.995,0.94242,0.3608,0.20153,0.7612,0.0006008,0.0006008,0.0006008
214,3166.32,0.31553,0.18123,0.76432,0.9998,1,0.995,0.93383,0.3802,0.21059,0.762,0.0005942,0.0005942,0.0005942
215,3182.18,0.32511,0.18257,0.76562,0.99978,1,0.995,0.93889,0.36077,0.20628,0.76133,0.0005876,0.0005876,0.0005876
216,3195.91,0.31661,0.18055,0.76538,0.99981,1,0.995,0.93926,0.35808,0.209,0.76077,0.000581,0.000581,0.000581
217,3210.87,0.322,0.18395,0.76758,0.99986,1,0.995,0.94307,0.34576,0.1974,0.76105,0.0005744,0.0005744,0.0005744
218,3225.9,0.31984,0.18431,0.76359,0.99988,1,0.995,0.9432,0.35658,0.20405,0.76153,0.0005678,0.0005678,0.0005678
219,3241.76,0.31751,0.18206,0.76799,0.99987,1,0.995,0.92932,0.39572,0.21815,0.76237,0.0005612,0.0005612,0.0005612
220,3255.23,0.31307,0.18089,0.76534,0.99989,1,0.995,0.93744,0.3728,0.20367,0.76212,0.0005546,0.0005546,0.0005546
221,3270.58,0.30646,0.18035,0.76609,0.99989,1,0.995,0.94352,0.35772,0.19515,0.76187,0.000548,0.000548,0.000548
222,3285.58,0.31173,0.18087,0.76535,0.99988,1,0.995,0.94231,0.38916,0.20482,0.76163,0.0005414,0.0005414,0.0005414
223,3301.47,0.31234,0.18162,0.76357,0.99989,1,0.995,0.94156,0.376,0.20198,0.76119,0.0005348,0.0005348,0.0005348
224,3316.5,0.31747,0.18229,0.76537,0.99988,1,0.995,0.94283,0.36397,0.20148,0.76172,0.0005282,0.0005282,0.0005282
225,3331.5,0.30821,0.18131,0.76506,0.99987,1,0.995,0.94273,0.38149,0.21264,0.76121,0.0005216,0.0005216,0.0005216
226,3346.77,0.30169,0.1781,0.7619,0.99989,1,0.995,0.94406,0.35055,0.19036,0.76084,0.000515,0.000515,0.000515
227,7450.41,0.30921,0.17857,0.7671,0.9999,1,0.995,0.93976,0.35265,0.19617,0.76108,0.0005084,0.0005084,0.0005084
228,7463.29,0.30758,0.17775,0.76527,0.99988,1,0.995,0.9486,0.3482,0.19491,0.76043,0.0005018,0.0005018,0.0005018
229,7476.13,0.31126,0.17881,0.76345,0.99988,1,0.995,0.94718,0.34413,0.19275,0.75952,0.0004952,0.0004952,0.0004952
230,7489.08,0.29553,0.17412,0.76359,0.99989,1,0.995,0.94206,0.36143,0.18348,0.76143,0.0004886,0.0004886,0.0004886
231,7501.93,0.30784,0.1788,0.7635,0.9999,1,0.995,0.94189,0.36122,0.19284,0.76103,0.000482,0.000482,0.000482
232,7514.74,0.3056,0.18035,0.76311,0.99989,1,0.995,0.94138,0.36163,0.19702,0.7607,0.0004754,0.0004754,0.0004754
233,7527.66,0.30265,0.17775,0.76427,0.9999,1,0.995,0.93865,0.36616,0.19868,0.76074,0.0004688,0.0004688,0.0004688
234,7540.6,0.31059,0.17843,0.76253,0.9999,1,0.995,0.93404,0.35521,0.19059,0.76107,0.0004622,0.0004622,0.0004622
235,7553.59,0.31196,0.1776,0.76415,0.99989,1,0.995,0.9419,0.34057,0.18774,0.75991,0.0004556,0.0004556,0.0004556
236,7566.53,0.29846,0.17164,0.76223,0.9999,1,0.995,0.94208,0.36893,0.19971,0.76065,0.000449,0.000449,0.000449
237,7579.47,0.29416,0.16907,0.76323,0.9999,1,0.995,0.94502,0.38282,0.19876,0.7615,0.0004424,0.0004424,0.0004424
238,7592.43,0.29775,0.1724,0.76186,0.9999,1,0.995,0.94495,0.3657,0.19359,0.7614,0.0004358,0.0004358,0.0004358
239,7605.33,0.30211,0.17442,0.76646,0.9999,1,0.995,0.94336,0.37207,0.195,0.76128,0.0004292,0.0004292,0.0004292
240,7618.34,0.2996,0.17431,0.76575,0.9999,1,0.995,0.94637,0.3535,0.19,0.76145,0.0004226,0.0004226,0.0004226
241,7631.3,0.29619,0.17168,0.76526,0.9999,1,0.995,0.94621,0.36047,0.19558,0.76124,0.000416,0.000416,0.000416
242,7644.3,0.29696,0.17242,0.76447,0.9999,1,0.995,0.94437,0.36202,0.19278,0.761,0.0004094,0.0004094,0.0004094
243,7657.31,0.29193,0.16916,0.76352,0.99989,1,0.995,0.94487,0.34574,0.18757,0.76084,0.0004028,0.0004028,0.0004028
244,7670.37,0.29713,0.17192,0.76355,0.99989,1,0.995,0.94794,0.34468,0.18799,0.7611,0.0003962,0.0003962,0.0003962
245,7683.37,0.29178,0.16905,0.76383,0.99989,1,0.995,0.93826,0.3639,0.2002,0.76112,0.0003896,0.0003896,0.0003896
246,7696.36,0.29896,0.17369,0.76434,0.9999,1,0.995,0.94522,0.3609,0.18913,0.76046,0.000383,0.000383,0.000383
247,7709.4,0.30451,0.17477,0.76426,0.9999,1,0.995,0.94335,0.34717,0.18327,0.75991,0.0003764,0.0003764,0.0003764
248,7723.1,0.29121,0.16856,0.76309,0.99989,1,0.995,0.94519,0.35347,0.1903,0.76018,0.0003698,0.0003698,0.0003698
249,7736.1,0.2971,0.17132,0.76558,0.99989,1,0.995,0.94498,0.35217,0.18851,0.76068,0.0003632,0.0003632,0.0003632
250,7749.1,0.29328,0.16878,0.76474,0.9999,1,0.995,0.94694,0.35413,0.18971,0.75981,0.0003566,0.0003566,0.0003566
251,7762.04,0.29611,0.17168,0.76607,0.9999,1,0.995,0.9447,0.37026,0.19327,0.76107,0.00035,0.00035,0.00035
252,7775.04,0.29972,0.17258,0.76542,0.99989,1,0.995,0.94458,0.37117,0.19878,0.76104,0.0003434,0.0003434,0.0003434
253,7788.62,0.29295,0.16681,0.76529,0.99989,1,0.995,0.94856,0.34774,0.18344,0.76057,0.0003368,0.0003368,0.0003368
254,7801.67,0.27767,0.16077,0.76175,0.99989,1,0.995,0.95359,0.34131,0.17839,0.76026,0.0003302,0.0003302,0.0003302
255,7814.69,0.29331,0.1682,0.76537,0.99989,1,0.995,0.94781,0.36459,0.18797,0.76112,0.0003236,0.0003236,0.0003236
256,7827.8,0.28644,0.16603,0.76401,0.99989,1,0.995,0.94467,0.35922,0.1925,0.76066,0.000317,0.000317,0.000317
257,7842.6,0.28381,0.1664,0.76426,0.99989,1,0.995,0.94273,0.35411,0.19216,0.76053,0.0003104,0.0003104,0.0003104
258,7858.32,0.29068,0.16874,0.76403,0.99988,1,0.995,0.93893,0.34162,0.19147,0.76019,0.0003038,0.0003038,0.0003038
259,7872.15,0.28924,0.16668,0.76486,0.99988,1,0.995,0.93989,0.33508,0.18835,0.76042,0.0002972,0.0002972,0.0002972
260,7885.24,0.29033,0.16783,0.76429,0.99989,1,0.995,0.93974,0.34097,0.18755,0.76108,0.0002906,0.0002906,0.0002906
261,7899.34,0.29538,0.17085,0.7644,0.99989,1,0.995,0.93717,0.34394,0.18582,0.76074,0.000284,0.000284,0.000284
262,7913.34,0.29097,0.16638,0.76089,0.99989,1,0.995,0.94041,0.34724,0.18893,0.76047,0.0002774,0.0002774,0.0002774
263,7929.4,0.28192,0.16431,0.76023,0.99989,1,0.995,0.93551,0.36143,0.19276,0.76165,0.0002708,0.0002708,0.0002708
264,7943.27,0.29018,0.16789,0.76096,0.99989,1,0.995,0.93972,0.3528,0.19235,0.76098,0.0002642,0.0002642,0.0002642
265,7958.94,0.28877,0.16686,0.76549,0.99988,1,0.995,0.93971,0.36494,0.19447,0.76031,0.0002576,0.0002576,0.0002576
266,7973.89,0.27815,0.16079,0.76365,0.99987,1,0.995,0.94342,0.3641,0.19329,0.76052,0.000251,0.000251,0.000251
267,7988.73,0.27276,0.16048,0.76369,0.99988,1,0.995,0.94055,0.35312,0.19875,0.76078,0.0002444,0.0002444,0.0002444
268,8002.63,0.29157,0.16827,0.75927,0.99989,1,0.995,0.93472,0.36404,0.1998,0.76117,0.0002378,0.0002378,0.0002378
269,8017.51,0.27701,0.1614,0.76465,0.99989,1,0.995,0.94272,0.34094,0.18969,0.76048,0.0002312,0.0002312,0.0002312
270,8030.98,0.283,0.16331,0.76719,0.99989,1,0.995,0.94042,0.37242,0.20304,0.76159,0.0002246,0.0002246,0.0002246
271,8045.68,0.28349,0.16381,0.762,0.99989,1,0.995,0.94335,0.35936,0.19811,0.76056,0.000218,0.000218,0.000218
272,8060.31,0.27772,0.16106,0.76434,0.99989,1,0.995,0.94213,0.34464,0.19163,0.76023,0.0002114,0.0002114,0.0002114
273,8077.66,0.28151,0.16221,0.76366,0.99989,1,0.995,0.94,0.33358,0.19416,0.76004,0.0002048,0.0002048,0.0002048
274,8096.72,0.2824,0.16317,0.76225,0.99987,1,0.995,0.93699,0.34245,0.19552,0.76029,0.0001982,0.0001982,0.0001982
275,8116.06,0.28433,0.16359,0.76374,0.99989,1,0.995,0.94056,0.33665,0.18783,0.75999,0.0001916,0.0001916,0.0001916
276,8133.33,0.27357,0.15915,0.7656,0.99989,1,0.995,0.94467,0.34143,0.19173,0.75958,0.000185,0.000185,0.000185
277,8150.38,0.27449,0.15891,0.76443,0.99989,1,0.995,0.94352,0.34489,0.19303,0.75997,0.0001784,0.0001784,0.0001784
278,8166.81,0.28289,0.16236,0.76475,0.99989,1,0.995,0.94221,0.35432,0.19723,0.76046,0.0001718,0.0001718,0.0001718
279,8182.69,0.28367,0.163,0.76309,0.9999,1,0.995,0.94222,0.35919,0.19304,0.76104,0.0001652,0.0001652,0.0001652
280,8199.54,0.27534,0.15983,0.76271,0.9999,1,0.995,0.93994,0.34288,0.18736,0.76052,0.0001586,0.0001586,0.0001586
281,8216.37,0.27636,0.15817,0.76525,0.9999,1,0.995,0.94198,0.34076,0.19062,0.76037,0.000152,0.000152,0.000152
282,8233.34,0.27113,0.15632,0.76175,0.99989,1,0.995,0.94222,0.34148,0.18575,0.76032,0.0001454,0.0001454,0.0001454
283,8248.87,0.27833,0.15718,0.76325,0.9999,1,0.995,0.94348,0.35341,0.19105,0.76027,0.0001388,0.0001388,0.0001388
284,8266.59,0.27105,0.15471,0.76199,0.9999,1,0.995,0.94451,0.3396,0.18703,0.7599,0.0001322,0.0001322,0.0001322
285,8281.82,0.27294,0.1566,0.76045,0.9999,1,0.995,0.9445,0.35206,0.18974,0.76044,0.0001256,0.0001256,0.0001256
286,8297.01,0.26874,0.15623,0.75961,0.99989,1,0.995,0.94231,0.3445,0.1898,0.76029,0.000119,0.000119,0.000119
287,8312.72,0.26639,0.15611,0.76418,0.99989,1,0.995,0.93873,0.35632,0.19782,0.75995,0.0001124,0.0001124,0.0001124
288,8328.29,0.26792,0.15527,0.76083,0.99989,1,0.995,0.93994,0.35449,0.19515,0.76036,0.0001058,0.0001058,0.0001058
289,8344.6,0.26547,0.15563,0.7594,0.99989,1,0.995,0.93639,0.35099,0.19232,0.76086,9.92e-05,9.92e-05,9.92e-05
290,8361.56,0.27,0.15649,0.76131,0.99989,1,0.995,0.93884,0.34948,0.189,0.7605,9.26e-05,9.26e-05,9.26e-05
291,8384.66,0.24712,0.14818,0.75799,0.99989,1,0.995,0.93954,0.35168,0.193,0.76002,8.6e-05,8.6e-05,8.6e-05
292,8400.51,0.24531,0.14434,0.76097,0.99989,1,0.995,0.94019,0.34217,0.18789,0.7598,7.94e-05,7.94e-05,7.94e-05
293,8417.3,0.24218,0.14606,0.76246,0.99988,1,0.995,0.94094,0.34825,0.19008,0.75965,7.28e-05,7.28e-05,7.28e-05
294,8434.09,0.24768,0.14683,0.75911,0.99989,1,0.995,0.93859,0.3614,0.19551,0.76081,6.62e-05,6.62e-05,6.62e-05
295,8449.87,0.24307,0.14503,0.76394,0.99989,1,0.995,0.94136,0.33793,0.18712,0.75961,5.96e-05,5.96e-05,5.96e-05
296,8464.73,0.24146,0.14355,0.76149,0.99989,1,0.995,0.94039,0.3469,0.18838,0.7605,5.3e-05,5.3e-05,5.3e-05
297,8481.45,0.23673,0.14262,0.75863,0.99989,1,0.995,0.9424,0.33677,0.18445,0.75996,4.64e-05,4.64e-05,4.64e-05
298,8498.19,0.23663,0.14231,0.75948,0.99989,1,0.995,0.94145,0.34384,0.18638,0.76031,3.98e-05,3.98e-05,3.98e-05
299,8514.93,0.23743,0.14334,0.76085,0.99989,1,0.995,0.94361,0.3371,0.18417,0.76011,3.32e-05,3.32e-05,3.32e-05
300,8531.69,0.24133,0.14308,0.75894,0.99989,1,0.995,0.94311,0.33903,0.18235,0.76017,2.66e-05,2.66e-05,2.66e-05
